"nodeType","testGroup","testName","clusterType","consensusAlg","category","metric","value","timestamp"
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",32572176,1712506661
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",34133080,1712506663
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",35465000,1712506665
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",32143648,1712506667
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",33494552,1712506669
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",34808712,1712506671
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",31506736,1712506673
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",32799312,1712506675
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",34135864,1712506677
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",35719032,1712506679
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",32572040,1712506681
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",33903464,1712506683
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",35212064,1712506685
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",31834952,1712506687
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",33108672,1712506689
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",34427664,1712506691
"store","W7","T2","consensus","bizur","memory","jvm.memory.used",35793824,1712506693
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506599
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506601
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506603
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506605
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506607
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506609
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506611
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506613
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506615
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506617
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506619
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506621
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506623
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506625
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506627
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506629
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506631
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506633
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506635
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",0,1712506637
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",3636,1712506639
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",9110,1712506641
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",15180,1712506643
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",21534,1712506645
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",28661,1712506647
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",35020,1712506649
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",41403,1712506651
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",48085,1712506653
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",54404,1712506655
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",60304,1712506657
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",66273,1712506659
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72228,1712506661
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506663
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506665
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506667
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506669
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506671
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506673
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506675
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506677
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506679
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506681
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506683
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506685
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506687
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506689
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506691
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.keys",72549,1712506693
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506599
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506601
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506603
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506605
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506607
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506609
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506611
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506613
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506615
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506617
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506619
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506621
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506623
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506625
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506627
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506629
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506631
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506633
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506635
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",0,1712506637
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",17331,1712506639
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",43382,1712506641
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",72267,1712506643
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",102569,1712506645
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",136468,1712506647
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",166770,1712506649
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",197181,1712506651
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",229009,1712506653
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",259093,1712506655
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",287215,1712506657
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",315664,1712506659
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",344004,1712506661
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506663
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506665
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506667
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506669
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506671
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506673
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506675
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506677
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506679
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506681
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506683
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506685
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506687
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506689
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506691
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.values",345530,1712506693
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506599
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506601
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506603
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506605
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506607
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506609
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506611
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506613
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506615
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506617
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506619
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506621
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506623
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506625
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506627
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506629
